Text_A,Text_B,Text_A_token,Text_B_token,Label
ngân hàng trung ương thụy điển cũng đã họp vào thứ tư và dự kiến sẽ công bố cắt giảm vào thứ năm,ngân hàng trung ương thụy điển cũng họp vào thứ tư dự kiến sẽ công bố cắt giảm vào thứ năm tới nửa điểm phần trăm,ngân_hàng trung_ương thụy điển cũng đã họp vào thứ_tư và dự_kiến sẽ công_bố cắt_giảm vào thứ năm,ngân_hàng trung_ương thụy điển cũng họp vào thứ tư dự_kiến sẽ công_bố cắt_giảm vào thứ năm tới nửa điểm phần_trăm,1
chiếc chevrolet tahoe đời 1996 của ông được tìm thấy bị bỏ rơi tại một bãi đậu xe ở virginia beach virginia ngày 25 6,chiếc xe thể thao đa dụng của anh được tìm thấy hôm 25 6 bị bỏ rơi mà không có biển số ở virginia beach virginia,chiếc chevrolet tahoe đời 1996 của ông được tìm thấy bị bỏ_rơi tại một bãi đậu xe ở virginia beach virginia ngày 25 6,chiếc xe thể_thao đa_dụng của anh được tìm thấy hôm 25 6 bị bỏ_rơi mà không có biển số ở virginia beach virginia,0
heatley đứng thứ sáu trong giải đấu về số bàn thắng mùa trước với 41 và thứ chín về số điểm với 89,heatley đã dẫn đầu atlanta trong việc ghi bàn mùa trước với kỷ lục đồng đội 41 bàn thắng và 48 đường kiến tạo,heatley đứng thứ sáu trong giải_đấu về số bàn thắng mùa trước với 41 và thứ chín về số điểm với 89,heatley đã dẫn_đầu atlanta trong việc ghi_bàn mùa trước với kỷ_lục đồng_đội 41 bàn thắng và 48 đường kiến_tạo,0
tony cảm thấy không khỏe huấn luyện viên gregg popovich của spurs nói,chúng tôi rất vui mừng khi dẫn trước 3 2 hlv gregg popovich cho biết hôm thứ tư,tony cảm_thấy không khỏe huấn_luyện_viên gregg popovich của spurs nói,chúng_tôi rất vui_mừng khi dẫn trước 3 2 hlv gregg popovich cho biết hôm thứ_tư,0
electronic data systems corp hôm thứ năm cho biết ủy ban chứng khoán và giao dịch đã yêu cầu công ty cung cấp các tài liệu liên quan đến hợp đồng lớn với hải quân hoa kỳ,trong một hồ sơ pháp lý eds cho biết sec đã yêu cầu thông tin liên quan đến hợp đồng gia công phần mềm cntt gặp khó khăn với hải quân hoa kỳ,electronic data systems corp hôm thứ năm cho biết ủy_ban chứng_khoán và giao_dịch đã yêu_cầu công_ty cung_cấp các tài_liệu liên_quan đến hợp_đồng lớn với hải_quân hoa kỳ,trong một hồ_sơ pháp_lý eds cho biết sec đã yêu_cầu thông_tin liên_quan đến hợp_đồng gia_công phần_mềm cntt gặp khó_khăn với hải_quân hoa kỳ,0
cũng như kế hoạch cá heo sự hỗn loạn đã cho phép các công ty nước ngoài tham gia vào các hoạt động khai thác gỗ và đánh bắt cá gây thiệt hại mà không có sự giám sát hoặc kiểm soát xuất khẩu thích hợp,sự hỗn loạn nội bộ đã cho phép các công ty nước ngoài thiết lập các hoạt động khai thác gỗ và đánh bắt cá thương mại gây thiệt hại mà không có sự giám sát hoặc kiểm soát xuất khẩu thích hợp,cũng như kế_hoạch cá_heo sự hỗn_loạn đã cho phép các công_ty nước_ngoài tham_gia vào các hoạt_động khai_thác gỗ và đánh_bắt cá gây thiệt_hại mà không có sự giám_sát hoặc kiểm_soát xuất_khẩu thích_hợp,sự hỗn_loạn nội_bộ đã cho phép các công_ty nước_ngoài thiết_lập các hoạt_động khai_thác gỗ và đánh_bắt cá thương_mại gây thiệt_hại mà không có sự giám_sát hoặc kiểm_soát xuất_khẩu thích_hợp,1
phiên tòa tiếp theo sẽ là khi tòa án ba thẩm phán công bố phán quyết vào giữa tháng hai,tòa án gồm ba thẩm phán của tòa án dự kiến sẽ đưa ra phán quyết vào tháng hai tới,phiên_tòa tiếp_theo sẽ là khi tòa_án ba thẩm_phán công_bố phán_quyết vào giữa tháng hai,tòa_án gồm ba thẩm_phán của tòa_án dự_kiến sẽ đưa ra phán_quyết vào tháng hai tới,0
sự đồng thuận giữa các nhà phân tích phố wall là mất 28 xu một cổ phiếu,các nhà phân tích được khảo sát bởi first call đã kỳ vọng doanh thu 723 triệu đô la và lỗ 28 xu một cổ phiếu,sự đồng thuận giữa các nhà phân_tích phố wall là mất 28 xu một cổ_phiếu,các nhà phân_tích được khảo_sát bởi first call đã kỳ_vọng doanh_thu 723 triệu đô_la và lỗ 28 xu một cổ_phiếu,0
tỷ lệ thất nghiệp dân sự được cải thiện nhẹ vào tháng trước giảm xuống còn 6 1 ngay cả khi các công ty cắt giảm 93 000 biên chế,tỷ lệ thất nghiệp dân sự được cải thiện nhẹ vào tháng trước giảm xuống còn 6 1 khi các công ty cắt giảm 93 000 biên chế trong bối cảnh tiếp tục có những tín hiệu lẫn lộn về sức khỏe kinh tế của quốc gia,tỷ_lệ thất_nghiệp dân_sự được cải_thiện nhẹ vào tháng trước giảm xuống còn 6 1 ngay cả khi các công_ty cắt_giảm 93 000 biên_chế,tỷ_lệ thất_nghiệp dân_sự được cải_thiện nhẹ vào tháng trước giảm xuống còn 6 1 khi các công_ty cắt_giảm 93 000 biên_chế trong bối_cảnh tiếp_tục có những tín_hiệu lẫn_lộn về sức_khỏe kinh_tế của quốc_gia,1
moffitt cho biết kết quả cần được nhân rộng trong một nghiên cứu khác trước khi thử nghiệm các cá nhân về sự hiện diện của các phiên bản dài hoặc ngắn của gen sẽ được theo đuổi,giáo sư moffitt cho biết kết quả cần được nhân rộng trước khi theo đuổi thử nghiệm các cá nhân về sự hiện diện của các phiên bản dài hoặc ngắn của gen,moffitt cho biết kết_quả cần được nhân rộng trong một nghiên_cứu khác trước khi thử_nghiệm các cá_nhân về sự hiện_diện của các phiên_bản dài hoặc ngắn của gen sẽ được theo_đuổi,giáo_sư moffitt cho biết kết_quả cần được nhân rộng trước khi theo_đuổi thử_nghiệm các cá_nhân về sự hiện_diện của các phiên_bản dài hoặc ngắn của gen,1
ủy ban bồi thường sẽ cấm các giám đốc ngành chứng khoán ngồi trên đó,sàn giao dịch cũng cho biết ủy ban bồi thường năm người của họ sẽ chỉ bao gồm các giám đốc từ bên ngoài ngành chứng khoán,ủy_ban bồi_thường sẽ cấm các giám_đốc ngành chứng_khoán ngồi trên đó,sàn giao_dịch cũng cho biết ủy_ban bồi_thường năm người của họ sẽ chỉ bao_gồm các giám_đốc từ bên ngoài ngành chứng_khoán,0
q tôi có thể mua bảo hiểm cho thuốc theo toa ngay lập tức không,quốc hội đã bổ sung một lợi ích mới một lựa chọn để mua bảo hiểm cho thuốc theo toa,q tôi có_thể mua bảo_hiểm cho thuốc theo toa ngay lập_tức không,quốc_hội đã bổ_sung một lợi_ích mới một lựa_chọn để mua bảo_hiểm cho thuốc theo toa,0
cổ phiếu của mandalay đóng cửa giảm tám xu xuống còn 29 42 đô la trước khi thu nhập được công bố,cổ phiếu của mandalay đóng cửa giảm 8 cent xuống còn 29 42 usd hôm thứ năm,cổ_phiếu của mandalay đóng_cửa giảm tám xu xuống còn 29 42 đô_la trước khi thu_nhập được công_bố,cổ_phiếu của mandalay đóng_cửa giảm 8 cent xuống còn 29 42 usd hôm thứ năm,0
năm 1999 chủ sở hữu của tòa nhà cảng vụ new york và new jersey đã ban hành hướng dẫn nâng cấp lớp chống cháy lên độ dày 1 inch,nist phát hiện ra rằng vào năm 1999 cảng vụ đã ban hành hướng dẫn nâng cấp hệ thống chống cháy lên độ dày 1 1 2 inch,năm 1999 chủ sở_hữu của tòa nhà cảng_vụ new york và new jersey đã ban_hành hướng_dẫn nâng_cấp lớp chống cháy lên độ dày 1 inch,nist phát_hiện ra rằng vào năm 1999 cảng_vụ đã ban_hành hướng_dẫn nâng_cấp hệ_thống chống cháy lên độ dày 1 1 2 inch,1
đồng usd lần cuối ở mức 1 1149 usd so với đồng euro gần với mức mạnh nhất kể từ ngày 30 4,đồng đô la đã đẩy cao tới 1 1115 đô la so với đồng euro trong phiên giao dịch sớm kéo dài đà tăng 1 vào thứ ba để đạt mức mạnh nhất kể từ ngày 30 tháng tư,đồng usd lần cuối ở mức 1 1149 usd so với đồng euro gần với mức mạnh nhất kể từ ngày 30 4,đồng đô_la đã đẩy cao tới 1 1115 đô_la so với đồng euro trong phiên giao_dịch sớm kéo_dài đà tăng 1 vào thứ ba để đạt mức mạnh nhất kể từ ngày 30 tháng tư,0
đồng tiền chung đã tăng tới 135 13 yên phù hợp với mức cao kỷ lục đạt được ngay sau khi đồng euro ra mắt vào tháng 1 năm 1999,đồng tiền chung đã tăng tới 135 26 yên mức cao nhất kể từ khi đồng tiền chung ra đời vào tháng 1 1999,đồng_tiền chung đã tăng tới 135 13 yên phù_hợp với mức cao kỷ_lục đạt được ngay sau khi đồng euro ra_mắt vào tháng 1 năm 1999,đồng_tiền chung đã tăng tới 135 26 yên mức cao nhất kể từ khi đồng_tiền chung ra_đời vào tháng 1 1999,1
một phụ nữ ở hạt new castle đã trở thành bệnh nhân delaware đầu tiên nhiễm virus west nile trong năm nay bộ y tế của bang báo cáo,một người đàn ông 62 tuổi ở tây babylon đã nhiễm virus west nile trường hợp đầu tiên ở người ở hạt suffolk trong năm nay theo sở y tế quận,một phụ_nữ ở hạt new castle đã trở_thành bệnh_nhân delaware đầu_tiên nhiễm virus west nile trong năm nay bộ y_tế của bang báo_cáo,một người đàn_ông 62 tuổi ở tây babylon đã nhiễm virus west nile trường_hợp đầu_tiên ở người ở hạt suffolk trong năm nay theo sở y_tế quận,0
ông cũng tái khẳng định mong muốn giải quyết cuộc khủng hoảng hạt nhân triều tiên một cách hòa bình,nhưng cuộc khủng hoảng hạt nhân triều tiên đã chi phối thời gian ông tại vị,ông cũng tái khẳng_định mong_muốn giải_quyết cuộc khủng_hoảng hạt_nhân triều_tiên một_cách hòa_bình,nhưng cuộc khủng_hoảng hạt_nhân triều_tiên đã chi_phối thời_gian ông tại vị,0
một phiến quân bị bắt cho biết hơn 2 000 phiến quân đã tham gia vào vụ tấn công,một phiến quân bị bắt cho biết 2 100 chiến binh đã tham gia vào cuộc tấn công,một phiến quân_bị bắt cho biết hơn 2 000 phiến quân đã tham_gia vào vụ tấn_công,một phiến quân_bị bắt cho biết 2 100 chiến_binh đã tham_gia vào cuộc tấn_công,1
kyi một đặc sứ liên hiệp quốc nói khi nhật bản gia tăng áp lực quốc tế bằng cách nói rằng họ sẽ ngưng viện trợ kinh tế khổng lồ trừ khi bà suu kyi được trả tự do,nhật bản đã gia tăng áp lực quốc tế đối với miến điện ngày hôm qua đe dọa sẽ ngừng viện trợ kinh tế khổng lồ trừ khi chính phủ quân nhân thả nhà lãnh đạo ủng hộ dân chủ aung san suu kyi,kyi một đặc sứ liên_hiệp quốc nói khi nhật bản gia_tăng áp_lực quốc_tế bằng cách nói rằng họ sẽ ngưng viện_trợ kinh_tế khổng_lồ trừ khi bà suu kyi được trả tự_do,nhật bản đã gia_tăng áp_lực quốc_tế đối_với miến điện ngày hôm_qua đe_dọa sẽ ngừng viện_trợ kinh_tế khổng_lồ trừ khi chính_phủ quân_nhân thả nhà lãnh_đạo ủng_hộ dân_chủ aung san suu kyi,0
wal mart kohl s corp family dollar stores inc và big lots inc nằm trong số các thương gia công bố doanh số tháng 5 thấp hơn kỳ vọng khiêm tốn của phố wall,wal mart kohl s corp family dollar stores inc và big lots inc đã công bố doanh số bán hàng tháng 5 thấp hơn kỳ vọng khiêm tốn của phố wall,wal mart kohl s corp family dollar stores inc và big lots inc nằm trong số các thương_gia_công_bố doanh_số tháng 5 thấp hơn kỳ_vọng khiêm_tốn của phố wall,wal mart kohl s corp family dollar stores inc và big lots inc đã công_bố doanh_số bán hàng tháng 5 thấp hơn kỳ_vọng khiêm_tốn của phố wall,1
